Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-Mar-14,8.31,8.8,8.06,8.32,8.320936122,21322,201,177419,15235,71.45,0.74,0.01
6-Mar-14,8.8,8.9,8.45,8.6,8.627066361,12643,126,109072,11856,93.78,0.45,-0.2
5-Mar-14,8.99,8.99,8.15,8.34,8.30746586,12229,134,101592,10591,86.61,0.84,-0.65
4-Mar-14,8.75,8.75,8.18,8.35,8.302172192,11371,140,94404,9373,82.43,0.57,-0.4
3-Mar-14,9,9,8.25,8.53,8.35215839,6162,82,51466,4250,68.97,0.75,-0.47
28-Feb-14,8.68,8.7,8.16,8.5,8.448036426,8785,82,74216,8343,94.97,0.54,-0.18
26-Feb-14,8.5,8.5,8.2,8.35,8.306145251,4475,64,37170,3975,88.83,0.3,-0.15
25-Feb-14,8.79,8.79,8.1,8.31,8.237797711,16165,173,133164,11220,69.41,0.69,-0.48
24-Feb-14,8.8,8.8,8.16,8.4,8.277791116,4165,59,34477,2711,65.09,0.64,-0.4
21-Feb-14,8.3,8.65,8.06,8.36,8.342667917,33067,231,275867,31620,95.62,0.59,0.06
20-Feb-14,7.84,8.25,7.84,8.21,8.069973164,10061,175,81192,8901,88.47,0.41,0.37
19-Feb-14,8.12,8.19,8.05,8.09,8.113810742,15640,173,126900,15140,96.8,0.14,-0.03
18-Feb-14,8.35,8.35,8.13,8.21,8.204395604,3640,70,29864,2910,79.95,0.22,-0.14
17-Feb-14,8.5,8.5,8.05,8.34,8.248955049,13637,165,112491,9169,67.24,0.45,-0.16
14-Feb-14,9,9,8.03,8.45,8.355659674,9391,61,78468,7002,74.56,0.97,-0.55
13-Feb-14,8.18,8.45,8.06,8.22,8.176624972,17908,205,146427,14413,80.48,0.39,0.04
12-Feb-14,8.36,8.5,8.13,8.29,8.326520158,19521,132,162542,15633,80.08,0.37,-0.07
11-Feb-14,8.74,8.8,8.21,8.48,8.464599512,17641,206,149324,15228,86.32,0.59,-0.26
10-Feb-14,9.51,9.51,8.55,8.68,8.74240679,16495,126,144206,14811,89.79,0.96,-0.83
7-Feb-14,8.01,9.05,8,8.81,8.700138252,27486,294,239132,22378,81.42,1.05,0.8
6-Feb-14,8.9,8.9,8,8.01,8.030389317,20369,123,163571,18674,91.68,0.9,-0.89
5-Feb-14,8.29,8.39,8,8.03,8.075405156,11909,103,96170,9959,83.63,0.39,-0.26
4-Feb-14,8.25,8.25,7.9,8.07,8.004132734,16454,104,131700,12218,74.26,0.35,-0.18
3-Feb-14,8.6,8.6,8,8.28,8.249732996,32771,429,270352,23150,70.64,0.6,-0.32
31-Jan-14,9.2,9.2,8.6,8.63,8.634382952,6288,84,54293,4000,63.61,0.6,-0.57
30-Jan-14,8.55,8.96,8.55,8.64,8.60856558,6351,133,54673,4001,63,0.41,0.09
29-Jan-14,8.75,9.14,8.6,8.9,8.891058291,3534,68,31421,3374,95.47,0.54,0.15
28-Jan-14,8.81,8.99,8.8,8.82,8.852479386,8853,85,78371,8603,97.18,0.19,0.01
27-Jan-14,8.85,8.99,8.72,8.86,8.845437243,9983,60,88304,7320,73.32,0.27,0.01
24-Jan-14,8.99,8.99,8.85,8.87,8.877350664,7232,45,64201,6830,94.44,0.14,-0.12
23-Jan-14,8.75,8.99,8.75,8.9,8.930623336,18032,105,161037,17153,95.13,0.24,0.15
22-Jan-14,8.86,9.09,8.74,8.9,8.913004172,14380,108,128169,10350,71.97,0.35,0.04
21-Jan-14,9,9,8.8,8.89,8.881329292,8907,67,79106,8006,89.88,0.2,-0.11
20-Jan-14,9,9.2,8.51,8.97,8.810571833,51571,353,454370,37247,72.22,0.69,-0.03
17-Jan-14,9.02,9.35,8.99,9.1,9.124267769,31923,185,291274,22480,70.42,0.36,0.08
16-Jan-14,9.5,9.5,9.01,9.11,9.189575636,47907,299,440245,42437,88.58,0.49,-0.39
15-Jan-14,9.61,9.94,9.4,9.48,9.606020716,46340,264,445143,39930,86.17,0.54,-0.13
14-Jan-14,9.7,10.1,9.56,9.7,9.830419853,25628,183,251934,19249,75.11,0.54,0
13-Jan-14,9.95,9.95,9.5,9.74,9.693557349,37795,216,366368,26054,68.94,0.45,-0.21
10-Jan-14,10.4,10.4,9.92,9.94,9.944002234,21483,85,213627,16683,77.66,0.48,-0.46
9-Jan-14,9.91,10.1,9.9,9.91,9.97881027,34781,141,347073,34270,98.53,0.2,0
8-Jan-14,10.35,10.35,9.8,9.91,9.999350773,89337,392,893312,80948,90.61,0.55,-0.44
7-Jan-14,10.2,10.2,10,10.09,10.06311374,42669,198,429383,32491,76.15,0.2,-0.11
6-Jan-14,10.05,10.19,10,10.01,10.05038066,32969,173,331351,30171,91.51,0.19,-0.04
3-Jan-14,10.55,10.55,10,10.05,10.15825794,23765,192,241411,18823,79.2,0.55,-0.5
2-Jan-14,10.5,10.8,10.26,10.56,10.580153,23006,199,243407,14496,63.01,0.54,0.06
1-Jan-14,10.49,10.87,10.26,10.41,10.37449779,19912,91,206577,19777,99.32,0.61,-0.08
31-Dec-13,10.1,10.38,10.1,10.34,10.29552941,4250,40,43756,3950,92.94,0.28,0.24
30-Dec-13,10.5,10.5,10.26,10.33,10.34816558,9349,129,96745,7219,77.22,0.24,-0.17
27-Dec-13,10.4,10.4,10.16,10.2,10.26692209,11745,102,120585,9645,82.12,0.24,-0.2
26-Dec-13,10.05,10.64,10.05,10.4,10.46747019,47126,228,493290,44960,95.4,0.59,0.35
24-Dec-13,10.03,10.2,9.96,10,10.06977863,6234,103,62775,4984,79.95,0.24,-0.03
23-Dec-13,10.25,10.29,9.96,10.12,10.02315455,39042,231,391324,36932,94.6,0.33,-0.13
20-Dec-13,10.01,10.12,10,10,10.02710978,15677,147,157195,13977,89.16,0.12,-0.01
19-Dec-13,10,10.2,9.81,10.12,9.975521132,5229,64,52162,4171,79.77,0.39,0.12
18-Dec-13,9.95,10.4,9.95,10.06,10.07841709,8238,104,83026,6163,74.81,0.45,0.11
17-Dec-13,9.95,10.2,9.95,10.04,10.04908192,14160,153,142295,13260,93.64,0.25,0.09
16-Dec-13,9.95,10.1,9.95,9.97,10.0390237,21141,239,212235,15564,73.62,0.15,0.02
13-Dec-13,10.01,10.29,10,10.24,10.16288175,5108,63,51912,4016,78.62,0.29,0.23
12-Dec-13,10.6,10.6,10,10.05,10.1017545,29581,326,298820,24089,81.43,0.6,-0.55
11-Dec-13,10.05,10.42,10,10.12,10.07290218,17256,93,173818,15756,91.31,0.42,0.07
10-Dec-13,10.47,10.5,10,10.27,10.11560062,19230,115,194523,18141,94.34,0.5,-0.2
9-Dec-13,10.51,10.69,10,10.26,10.32924118,20690,227,213712,19265,93.11,0.69,-0.25
6-Dec-13,11.5,11.5,10.46,10.51,10.55758096,13989,119,147690,11625,83.1,1.04,-0.99
5-Dec-13,10.66,11.1,10.45,10.54,10.71018551,17142,200,183594,14778,86.21,0.65,-0.12
4-Dec-13,10.75,11,10.72,10.95,10.86842521,6331,67,68808,5681,89.73,0.28,0.2
3-Dec-13,10.95,11.1,10.62,11,10.9580826,14624,123,160251,13125,89.75,0.48,0.05
2-Dec-13,10.9,11.1,10.66,10.86,10.97608551,40603,186,445662,37963,93.5,0.44,-0.04
29-Nov-13,10.7,10.94,10.5,10.61,10.60245328,12147,107,128788,10623,87.45,0.44,-0.09
28-Nov-13,10.95,10.95,10.61,10.8,10.77441908,4863,72,52396,3373,69.36,0.34,-0.15
27-Nov-13,10.6,11.1,10.6,10.83,10.94734271,30708,170,336171,25304,82.4,0.5,0.23
26-Nov-13,10.89,10.89,10.6,10.6,10.68533833,27207,146,290716,25412,93.4,0.29,-0.29
25-Nov-13,10.65,10.9,10.52,10.61,10.67980127,5837,93,62338,4478,76.72,0.38,-0.04
22-Nov-13,10.51,10.74,10.51,10.68,10.63991384,10678,108,113613,9100,85.22,0.23,0.17
21-Nov-13,10.8,10.9,10.6,10.67,10.70072907,8504,74,90999,7773,91.4,0.3,-0.13
20-Nov-13,10.6,10.9,10.6,10.85,10.79853504,14881,91,160693,12268,82.44,0.3,0.25
19-Nov-13,11.4,11.4,10.5,10.86,10.83879001,24496,237,265507,18888,77.11,0.9,-0.54
18-Nov-13,11.22,11.6,10.76,11,11.07402608,37811,143,418720,33657,89.01,0.84,-0.22
14-Nov-13,11.31,11.66,11.2,11.28,11.33436264,20726,165,234916,17452,84.2,0.46,-0.03
13-Nov-13,11.7,11.85,11.32,11.44,11.54382979,7050,73,81384,5773,81.89,0.53,-0.26
12-Nov-13,11.66,11.88,11.5,11.69,11.66792192,13012,105,151823,8650,66.48,0.38,0.03
11-Nov-13,11.33,12.35,11.33,11.8,11.90348743,11097,77,132093,10625,95.75,1.02,0.47
8-Nov-13,12.35,12.65,12,12,12.38264474,22679,182,280826,15791,69.63,0.65,-0.35
7-Nov-13,11.7,12.89,11.7,12.1,12.37810925,99019,630,1225668,69479,70.17,1.19,0.4
6-Nov-13,11.21,12,11.21,11.63,11.53854719,44906,231,518150,23559,52.46,0.79,0.42
5-Nov-13,11.3,11.7,11.21,11.33,11.39711868,21865,184,249198,16058,73.44,0.49,0.03
3-Nov-13,11,11.75,11,11.41,11.28992986,12403,90,140029,10561,85.15,0.75,0.41
1-Nov-13,11.2,11.64,11.06,11.11,11.21780495,39416,116,442161,37333,94.72,0.58,-0.09
31-Oct-13,11.6,11.74,11.25,11.28,11.39760732,46893,326,534468,40521,86.41,0.49,-0.32
30-Oct-13,11.52,11.98,11.52,11.8,11.71871643,7448,93,87281,6195,83.18,0.46,0.28
29-Oct-13,12.2,12.2,11.51,11.6,11.75220746,23330,182,274179,18032,77.29,0.69,-0.6
28-Oct-13,11.55,12,11.5,11.86,11.8655654,7446,67,88351,6108,82.03,0.5,0.31
25-Oct-13,11.8,11.9,11.6,11.79,11.77942083,11361,92,133826,9110,80.19,0.3,-0.01
24-Oct-13,11.61,12,11.61,11.84,11.85437645,7746,73,91824,6527,84.26,0.39,0.23
23-Oct-13,12.12,12.14,11.8,11.99,11.90829971,12639,125,150509,9984,78.99,0.34,-0.13
22-Oct-13,11.64,12.1,11.64,11.96,11.97146346,22112,104,264713,21506,97.26,0.46,0.32
21-Oct-13,11.8,12,11.76,11.8,11.87870773,5293,62,62874,4509,85.19,0.24,0
18-Oct-13,11.75,12.5,11.75,11.98,12.05585336,23132,133,278876,20285,87.69,0.75,0.23
17-Oct-13,11.94,11.94,11.6,11.83,11.76851941,10381,41,122169,9731,93.74,0.34,-0.11
15-Oct-13,11.7,12,11.4,11.53,11.84877144,22099,150,261846,18604,84.18,0.6,-0.17
14-Oct-13,11.52,11.84,11.52,11.63,11.58314246,2183,38,25286,1223,56.02,0.32,0.11
11-Oct-13,11.89,11.89,11.71,11.83,11.79134389,5938,67,70017,5938,100,0.18,-0.06
10-Oct-13,11.55,11.79,11.55,11.71,11.64312057,3525,27,41042,3385,96.03,0.24,0.16
9-Oct-13,11.51,11.78,11.51,11.63,11.62568858,10892,60,126627,9291,85.3,0.27,0.12
8-Oct-13,12.19,12.19,11.8,11.8,11.93089264,4862,56,58008,3201,65.84,0.39,-0.39
7-Oct-13,11.7,11.96,11.7,11.95,11.87586043,4213,48,50033,3563,84.57,0.26,0.25
4-Oct-13,11.71,11.9,11.71,11.73,11.74665224,7393,50,86843,4788,64.76,0.19,0.02
3-Oct-13,11.7,11.95,11.7,11.82,11.83118989,73402,224,868433,69488,94.67,0.25,0.12
1-Oct-13,11.8,12.1,11.8,11.94,11.91510344,9329,66,111156,6872,73.66,0.3,0.14
30-Sep-13,11.75,12,11.71,11.98,11.94269825,44955,95,536884,42257,94,0.29,0.23
27-Sep-13,11.9,12.1,11.6,12,11.87349021,9604,111,114033,6603,68.75,0.5,0.1
26-Sep-13,11.7,12.15,11.7,12,11.97035674,45103,124,539899,42889,95.09,0.45,0.3
25-Sep-13,11.51,12.15,11.51,11.95,11.99422766,4331,77,51947,4221,97.46,0.64,0.44
24-Sep-13,12,12.19,12,12.01,12.00687235,6839,65,82115,6582,96.24,0.19,0.01
23-Sep-13,12.48,12.48,11.9,12.06,12.07132088,15255,116,184148,13749,90.13,0.58,-0.42
20-Sep-13,12.5,12.65,12.05,12.28,12.18860086,6018,56,73351,3967,65.92,0.6,-0.22
19-Sep-13,12.17,12.6,12.17,12.31,12.27398763,10026,67,123059,7474,74.55,0.43,0.14
18-Sep-13,12.26,12.5,12.26,12.37,12.35252096,16938,103,209227,12797,75.55,0.24,0.11
17-Sep-13,12.56,12.8,12.42,12.44,12.52650533,6942,41,86959,5817,83.79,0.38,-0.12
16-Sep-13,13,13.1,12.31,12.84,12.9233321,18991,185,245427,15305,80.59,0.79,-0.16
13-Sep-13,12.3,12.98,10.01,12.83,12.46681957,91560,395,1141462,50883,55.57,2.97,0.53
12-Sep-13,12.69,12.69,12.07,12.1,12.25902534,13933,173,170805,9299,66.74,0.62,-0.59
11-Sep-13,11.95,12.54,11.95,12.38,12.1089922,14735,104,178426,13537,91.87,0.59,0.43
10-Sep-13,12.1,12.34,12,12.19,12.0898405,63635,171,769337,60155,94.53,0.34,0.09
6-Sep-13,12.1,12.58,11.92,12.28,12.08132191,79007,259,954509,71722,90.78,0.66,0.18
5-Sep-13,12.1,12.65,12.1,12.36,12.44306274,14314,99,178110,11993,83.79,0.55,0.26
4-Sep-13,11.4,12.57,11.4,12.26,12.15036129,21036,197,255595,16242,77.21,1.17,0.86
3-Sep-13,12.5,12.6,11.86,11.95,12.20421061,48734,126,594760,47631,97.74,0.74,-0.55
2-Sep-13,11.99,12.5,11.77,12.12,12.00003369,59357,183,712286,57105,96.21,0.73,0.13
30-Aug-13,11.38,12,11.38,11.91,11.91006705,22072,140,262879,19389,87.84,0.62,0.53
29-Aug-13,10.66,11.89,10.66,11.85,11.47954583,11978,78,137502,11740,98.01,1.23,1.19
28-Aug-13,11.56,11.6,11.15,11.44,11.3991778,29190,181,332742,25904,88.74,0.45,-0.12
27-Aug-13,11.99,12.2,11.52,12,11.9341962,63355,287,756091,56723,89.53,0.68,0.01
26-Aug-13,11.52,11.88,11.41,11.66,11.63731535,15570,142,181193,11086,71.2,0.47,0.14
23-Aug-13,11.6,12,11.36,11.99,11.93577658,76592,341,914185,71855,93.82,0.64,0.39
22-Aug-13,11.75,12.2,11.5,11.8,11.85274717,50179,241,594759,43974,87.63,0.7,0.05
21-Aug-13,11.75,12,11.75,11.94,11.8886108,73517,183,874015,69072,93.95,0.25,0.19
20-Aug-13,11.27,12,11.26,11.81,11.72361809,31840,161,373280,28700,90.14,0.74,0.54
19-Aug-13,11.6,11.99,11.01,11.51,11.45701209,36487,172,418032,22640,62.05,0.98,-0.09
16-Aug-13,11.36,11.85,11.31,11.69,11.53497812,44342,183,511484,39491,89.06,0.54,0.33
14-Aug-13,11.4,11.83,11.35,11.69,11.554335,11015,158,127271,6498,58.99,0.48,0.29
13-Aug-13,11.15,11.85,11.14,11.83,11.3088817,19467,121,220150,11259,57.84,0.71,0.68
12-Aug-13,11.01,11.64,11.01,11.3,11.3259627,6648,51,75295,5422,81.56,0.63,0.29
8-Aug-13,10.9,11.65,10.9,11.5,11.24846184,7639,35,85927,7377,96.57,0.75,0.6
7-Aug-13,10.81,11.25,10.81,11.23,11.05736098,9693,57,107179,8847,91.27,0.44,0.42
6-Aug-13,11.12,11.65,10.9,11.11,11.21611171,9310,104,104422,7472,80.26,0.75,-0.01
5-Aug-13,11.15,12,11.15,11.52,11.61708523,20626,147,239614,15428,74.8,0.85,0.37
2-Aug-13,11.4,11.79,10.76,11.43,11.1904108,8739,80,97793,7999,91.53,1.03,0.03
1-Aug-13,12.25,12.3,10.55,11.1,11.49855418,35274,272,405600,30856,87.48,1.75,-1.15
31-Jul-13,12.31,12.75,12.21,12.74,12.41312182,25530,140,316907,17791,69.69,0.54,0.43
30-Jul-13,12.26,13.14,12.2,12.89,12.76626301,69283,242,884485,68546,98.94,0.94,0.63
29-Jul-13,12.06,12.8,12.06,12.59,12.41300284,31024,204,385101,29007,93.5,0.74,0.53
26-Jul-13,12,12.8,11.92,12.59,12.35350723,36995,236,457018,34347,92.84,0.88,0.59
25-Jul-13,11.12,12.3,11.12,12.19,11.95350957,9873,103,118017,7247,73.4,1.18,1.07
24-Jul-13,11.85,12.13,11.85,12.07,12.01893208,21762,131,261556,18962,87.13,0.28,0.22
23-Jul-13,12.65,12.65,12.17,12.34,12.33900468,39967,180,493153,35879,89.77,0.48,-0.31
22-Jul-13,11.25,12.75,10.95,12.43,11.73095913,87496,521,1026412,68692,78.51,1.8,1.18
19-Jul-13,10.9,12,10.72,11.83,11.66785491,67326,325,785550,59985,89.1,1.28,0.93
18-Jul-13,10.75,11.3,10.75,11.15,11.14347357,15759,89,175610,15259,96.83,0.55,0.4
17-Jul-13,11.15,11.55,10.7,10.86,10.96693926,14307,100,156904,12011,83.95,0.85,-0.29
16-Jul-13,11.6,11.6,11.21,11.49,11.50685683,5469,54,62931,3611,66.03,0.39,-0.11
15-Jul-13,10.32,11.4,10.32,11.06,11.14447014,7351,104,81923,6231,84.76,1.08,0.74
12-Jul-13,11.33,11.8,11.3,11.36,11.35113408,6966,73,79072,5181,74.38,0.5,0.03
11-Jul-13,11.6,11.74,11.33,11.5,11.49403748,2935,45,33735,2348,80,0.41,-0.1
10-Jul-13,11.75,11.75,11.35,11.45,11.64353682,6831,133,79537,4485,65.66,0.4,-0.3
9-Jul-13,11.25,11.75,11.25,11.52,11.45563956,6481,63,74244,5030,77.61,0.5,0.27
8-Jul-13,11.37,11.68,11.25,11.44,11.3515623,38949,148,442132,32944,84.58,0.43,0.07
5-Jul-13,11.37,11.68,11.24,11.61,11.41249404,18873,141,215388,11641,61.68,0.44,0.24
4-Jul-13,11.32,11.89,11.22,11.45,11.45700958,23796,128,272631,10423,43.8,0.67,0.13
3-Jul-13,11.32,11.84,11.32,11.61,11.56507911,12577,79,145454,9725,77.32,0.52,0.29
2-Jul-13,11.4,12,11.4,11.9,11.88074656,30540,210,362838,27150,88.9,0.6,0.5
1-Jul-13,11.8,11.89,11.31,11.71,11.67285749,8238,128,96161,6469,78.53,0.58,-0.09
28-Jun-13,10.5,11.85,10.5,11.57,11.10720629,135132,303,1500939,121750,90.1,1.35,1.07
27-Jun-13,11,11,10.6,10.81,10.82928177,3620,43,39202,1860,51.38,0.4,-0.19
26-Jun-13,11.2,11.2,10.9,10.95,11.08881173,39747,104,440747,38426,96.68,0.3,-0.25
25-Jun-13,11.25,11.25,10.75,10.97,10.99088612,33246,105,365403,28655,86.19,0.5,-0.28
24-Jun-13,11.7,11.7,10.91,10.98,11.16829847,26964,146,301142,22467,83.32,0.79,-0.72
21-Jun-13,11.15,11.8,11.15,11.7,11.68037236,30401,98,355095,29900,98.35,0.65,0.55
20-Jun-13,11.92,11.95,11.3,11.4,11.48303176,41283,134,474054,36880,89.33,0.65,-0.52
